first_release_year,name,count
2003,rock & roll,25
2003,rock and indie,20
2003,rock and roll,129
2003,rock ballad,4
2003,rock ballads,2
2003,rock n roll,1
2003,rock n roll_rock and roll,1
2003,rock opera,2
2003,rock pop,19
2003,rock/pop,7
2003,rock/post-grunge,1
2003,rockabilly,36
2003,rockabilly revival,1
2003,rocked,2
2003,rocknroll,1
2003,rocksteady,1
2003,roots reggae,6
2003,roots rock,6
2003,roots/world/jazz/soul,1
2003,rpg music,1
2003,russ meyer,1
2003,sacred,3
2003,sad pop,1
2003,salsa,8
2003,sampling,1
2003,sarcastic,1
2003,satirical,1
2003,schlager,1
2003,score,8
2003,screamo,6
2003,screw,1
2003,self-titled,3
2003,sentimental,1
2003,sesame street,1
2003,shoegaze,21
2003,shoegazer,4
2003,silly name,2
2003,simplified,1
2003,singer songwriter,1
2003,singer-songwriter,9
2003,singer/songwriter,6
2003,ska,31
2003,ska punk,14
2003,ska-punk,4
2003,skacore,1
2003,skate punk,4
2003,skatepunk,4
2003,skit,1
2003,skull on cover,1
2003,slack-key guitar,1
2003,slow jam,1
2003,slow rock,1
2003,slowcore,4
2003,sludge metal,18
2003,sludge/doom-metal,1
2003,smooth jazz,26
2003,smooth soul,5
2003,socialist,1
2003,soft rock,42
2003,song parody,1
2003,soul,159
2003,soul / funk / r&b,1
2003,soul and r b,2
2003,soul and reggae,11
2003,soul blues,7
2003,soul jazz,35
2003,soul-jazz,2
2003,soul/disco,1
2003,soul/r&b,1
2003,sound art,1
2003,sound collage,1
2003,soundtrack,37
2003,soundtracks,1
2003,southern gospel,1
2003,southern hip hop,8
2003,southern hip-hop,1
2003,southern rap,7
2003,southern rock,53
2003,southern soul,3
2003,space,1
2003,space punk,1
2003,space rock,15
2003,speech,5
2003,speed garage,1
2003,speed metal,15
2003,speed/thrash metal,6
2003,speedcore,3
2003,split,2
2003,spoken word,37
2003,stage & screen,1
2003,stage musicals,2
2003,stage screen,2
2003,standup comedy,3
2003,stoner metal,3
2003,stoner rock,39
2003,straight-edge,1
2003,street punk,1
2003,stride,3
2003,strings,1
2003,subject to chance without notice,1
2003,summer song,1
2003,sun dog,1
2003,sunshine pop,4
2003,surf,8
2003,surf rock,1
2003,swamp blues,1
2003,swing,120
2003,swing revival,1
2003,swing/jazz,1
2003,symphonic black metal,1
2003,symphonic metal,3
2003,symphonic prog,1
2003,symphonic rock,12
2003,symphony,14
2003,synth funk,1
2003,synth-pop,109
2003,synthpop,5
2003,synthwave,4
2003,tape music,4
2003,tech house,40
2003,tech trance,1
2003,technical death metal,2
2003,techno,88
2003,techno-metal,1
2003,teen pop,7
2003,tejano,2
2003,tex-mex,1
2003,texas blues,13
2003,the muons,1
2003,third stream,4
2003,third wave ska revival,3
2003,thrash,7
2003,thrash metal,16
2003,thug rap,7
2003,todd in the shadows,3
2003,top40,1
2003,traditional acoustic blues,2
2003,traditional bluegrass,1
2003,traditional counry,1
2003,traditional country,14
2003,traditional folk,1
2003,traditional pop,14
2003,trance,37
2003,trap,3
2003,trap / wave,2
2003,trash metal,1
2003,tribal,3
2003,tribal ambient,3
2003,tribal house,8
2003,tribute,1
2003,tribute albums,1
2003,trip hop,21
2003,trip-hop,1
2003,triumphant,1
2003,trop rock,1
2003,truck driving country,1
2003,true crime,1
2003,trumpet jazz,1
2003,turntablism,5
2003,tv shows,1
2003,uk garage,6
2003,uk single cd1,8
2003,uk single cd2,5
2003,underground hip hop,8
2003,underground rap,2
2003,unique leader records,1
2003,updated release,1
2003,uplifting,1
2003,urban,14
2003,urban ac,1
2003,urban cowboy,3
2003,urban crossover,11
2003,us,2
2003,us power metal,1
2003,usa,8
2003,vaudeville,1
2003,veggietales,1
2003,vgm,4
2003,vibraphone,1
2003,video game,2
2003,vocal,12
2003,vocal jazz,22
2003,wall of sound,1
2003,warm,1
2003,wedding song,1
2003,west coast hip hop,19
2003,west coast rap,6
2003,western classical,4
2003,western swing,8
2003,whole album cover,1
2003,wisin y yandel,1
2003,world,10
2003,yacht rock,1
2003,zouk,2
2003,zydeco,3
2003,ритм-энд-блюз/соул,1
2004,00s,3
2004,1960s,1
2004,1–9 wochen,2
2004,2004,20
2004,2005,1
2004,255,6
2004,5+ wochen,2
2004,60 s,1
2004,8-bit,1
2004,80s,2
2004,?,2
2004,_rfg,1
2004,above the rim,3
2004,abstract,43
2004,abstract hip hop,1
2004,abstract/indie rock,1
2004,acappella,1
2004,accidentally in love,1
2004,acid,5
2004,acid house,4
2004,acid jazz,11
2004,acid rock,9
2004,acoustic,39
2004,acoustic blues,5
2004,acoustic garage rock,1
2004,acoustic guitar blues,1
2004,acoustic rock,3
2004,acoustic/soft rock/pop rock,1
2004,adult alternative,3
2004,adult alternative pop,1
2004,adult alternative pop/rock,9
2004,adult alternative rock,4
2004,adult contemporary,15
2004,adult contemporary music; alternative rock; grunge; piano rock; pop; pop music; pop rock; power pop; rock music; soft rock; teen pop,1
2004,adult contemporary r&b,1
2004,afro-cuban jazz,5
2004,afrobeat,6
2004,album rock,14
2004,alt country,1
2004,alt hip hop,2
2004,alt metal,3
2004,alt punk,1
2004,alt-country,2
2004,alternative,39
2004,alternative & punk,6
2004,alternative and punk,31
2004,alternative ccm,3
2004,alternative country,12
2004,alternative country-rock,2
2004,alternative dance,3
2004,alternative folk,6
2004,alternative hard rock,1
2004,alternative hip hop,19
2004,alternative hip-hop,3
2004,alternative metal,67
2004,alternative pop,1
2004,alternative pop/rock,34
2004,alternative punk,17
2004,alternative r&b,2
2004,alternative rap,11
2004,alternative rock,531
2004,alternative rock; 6,1
2004,alternative rock; ambient; electronic; jazz; rock,1
2004,alternative rock; electronic; jazz; rock; trance,1
2004,alternative-rock,1
2004,alternative/indie rock,57
2004,alternrock,1
2004,am pop,2
2004,ambient,211
2004,ambient techno,1
2004,american,12
2004,american idol,1
2004,american punk,3
2004,american trad rock,5
2004,american underground,2
2004,americana,32
2004,américain,10
2004,anarchist punk,1
2004,anarcho-punk,3
2004,anime,2
2004,anthony newman,3
2004,anti-folk,7
2004,aor,8
2004,arena rock,25
2004,art pop,3
2004,art punk,1
2004,art rock,61
2004,asheville,1
2004,atmospheric black metal,5
2004,atmospheric sludge metal,2
2004,audiobook,1
2004,avant-folk,2
2004,avant-garde,69
2004,avant-garde jazz,22
2004,avant-garde metal,5
2004,avant-prog,3
2004,avantgarde,13
2004,bach,3
2004,bakersfield sound,4
2004,ballad,51
2004,ballad_rnb swing_pop,1
2004,ballet,2
2004,baltimore,1
2004,banana on cover,1
2004,bande originale du film friday night lights,1
2004,baroque,9
2004,baroque pop,3
2004,bass music,1
2004,battlestar galactica,1
2004,beat poetry,1
2004,beatdown hardcore,1
2004,bebop,1
2004,berlin school,3
2004,big band,56
2004,big beat,4
2004,binaural,2
2004,bitpop,1
2004,black gospel,1
2004,black metal,49
2004,black noise,1
2004,blackened noise,1
2004,blood von,1
2004,blue-eyed soul,2
2004,bluegrass,102
2004,bluegrass gospel,4
2004,blues,347
2004,blues rock,107
2004,blues-rock,3
2004,blues/jazz,1
2004,blues/r&b,1
2004,blues; delta blues,1
2004,boogaloo,1
2004,boogie rock,3
2004,boogie woogie,1
2004,boogie-woogie,8
2004,boom bap,11
2004,bop,1
2004,bossa nova,3
2004,bounce,3
2004,bourne,1
2004,brass band,1
2004,breakbeat,41
2004,breakcore,24
2004,breaks,49
2004,brill building,1
2004,british invasion rock,1
2004,britpop,2
2004,broken beat,8
2004,brutal death metal,1
2004,brutal prog,2
2004,buckethead,1
2004,cajun,5
2004,calm,1
2004,car on cover,1
2004,cast recordings,1
2004,ccbync,1
2004,cccd,8
2004,ccm,5
2004,celia cruz,1
2004,celtic,9
2004,celtic punk,1
2004,chains,1
2004,chamber,1
2004,chamber pop,11
2004,chanson,1
2004,chanson fr,1
2004,chanson française,1
2004,check it,3
2004,chicago,1
2004,chicago blues,22
2004,chicano rap,2
2004,children s music,1
2004,children's,1
2004,children's pop,1
2004,childrens,1
2004,chill out,1
2004,chillout,2
2004,chiptune,2
2004,choral,3
2004,christ fire,1
2004,christian,3
2004,christian gospel,1
2004,christian hip hop,1
2004,christian metal,3
2004,christian pop punk,1
2004,christian rap,2
2004,christian rock,20
2004,christmas,20
2004,christmas dance,1
2004,christmas music,19
2004,classic country,5
2004,classic pop and rock,16
2004,classic pop punk,1
2004,classic rock,42
2004,classic soul r b,1
2004,classical,252
2004,classical crossover,12
2004,cloud rap,1
2004,club,1
2004,club/dance,3
2004,cocktail,1
2004,cocktail nation,1
2004,coldwave,1
2004,comedy,32
2004,comedy hip hop,1
2004,comedy rap,2
2004,comedy rock,4
2004,comedy rock filk,1
2004,comedy/spoken,3
2004,comic book,1
2004,compilation,1
2004,concerto,11
2004,conscious,18
2004,conscious hip hop,7
2004,contemporary,2
2004,contemporary bluegrass,1
2004,contemporary blues,1
2004,contemporary christian,30
2004,contemporary classical,1
2004,contemporary country,25
2004,contemporary folk,11
2004,contemporary gospel,5
2004,contemporary instrumental,1
2004,contemporary jazz,112
2004,contemporary jazz vocals,1
2004,contemporary pop/rock,16
2004,contemporary r b,1
2004,contemporary r&b,93
2004,contemporary reggae,1
2004,contra,2
2004,cool jazz,31
2004,country,281
2004,country / bluegrass,1
2004,country allternative music,1
2004,country blues,29
2004,country boogie,1
2004,country comedy,1
2004,country folk,8
2004,country gospel,4
2004,country humor,1
2004,country pop,12
2004,country rock,107
2004,country soul,5
2004,country-folk,3
2004,country-pop,5
2004,country-rock,3
2004,country; classic country; soft rock; country pop; pop life,1
2004,cover,3
2004,covers,1
2004,cowpunk,2
2004,crayons,1
2004,crossover,5
2004,crossover jazz,7
2004,crossover prog,1
2004,crossover thrash,2
2004,crunk,12
2004,crust punk,1
2004,cuba,1
2004,cumbia,5
2004,cut-up dj,7
2004,cut-up/dj,1
2004,cyberpunk,1
2004,cynykyl,1
2004,cynykylart,1
2004,d,1
2004,dad-rock,1
2004,dance,12
2004,dance / electronica,1
2004,dance and electronica,13
2004,dance classics,2
2004,dance pop,2
2004,dance-pop,18
2004,dance-punk,2
2004,dance-rock,2
2004,dancehall,5
2004,dark ambient,23
2004,dark cabaret,1
2004,dark funeral,1
2004,dark wave,7
2004,darkwave,1
2004,data & other,1
2004,data and other,1
2004,dc,1
2004,death 'n' roll,1
2004,death by als,1
2004,death by gun,2
2004,death by heart surgery,1
2004,death industrial,1
2004,death metal,71
2004,death version,1
2004,death/groove-metal,1
2004,deathcore,9
2004,deathgrind,1
2004,deathrock,4
2004,deep house,58
2004,deep soul,3
2004,delta blues,16
2004,depressive black metal,5
2004,descarga,1
2004,desert ambient,1
2004,detroit hip-hop,3
2004,detroit techno,1
2004,devil pig,1
2004,dirty dolla,1
2004,dirty south,7
2004,dischord,1
2004,disco,86
2004,disco-punk,1
2004,diva style,1
2004,dixieland,13
2004,dj mix,2
2004,doo wop,2
2004,doo-wop,4
2004,doom metal,50
2004,doom-metal,1
2004,downbeat,1
2004,downtempo,110
2004,dream pop,12
2004,drone,25
2004,drone metal,3
2004,drum and bass,13
2004,drum n bass,3
2004,dub,26
2004,dub techno,6
2004,dungeon synth,1
2004,early pop,12
2004,early r&b,2
2004,east coast hip hop,19
2004,east coast rap,9
2004,eastern,1
2004,easy listening,57
2004,easy listening soundtracks and musicals,3
2004,easy listening/jazz,1
2004,ebm,26
2004,electric blues,24
2004,electric delta blues,1
2004,electric texas blues,3
2004,electro,156
2004,electro booty,1
2004,electro house,2
2004,electro ish,1
2004,electro-industrial,1
2004,electroclash,4
2004,electronic,1398
2004,electronic and space music,2
2004,electronic rock,2
2004,electronic-rock,1
2004,electronic; ambient; hiphop; jazz,2
2004,electronica,12
2004,electronica and dance,2
2004,electropop,3
2004,electropunk,2
2004,emo,89
2004,emo pop,3
2004,emo-folk,4
2004,emo-pop,1
2004,english,4
2004,epitaph,1
2004,ethereal,4
2004,ethio-jazz,1
2004,ethno jazz,1
2004,euro house,8
2004,europop,6
2004,experimental,439
2004,experimental hip hop,3
2004,experimental metal,1
2004,experimental rock,29
2004,fantasy,1
2004,female vocalist,2
2004,field recording,4
2004,filk,10
2004,film score,3
2004,fingerstyle,1
2004,folk,235
2004,folk / world / country,1
2004,folk metal,1
2004,folk pop,5
2004,folk punk,8
2004,folk rock,201
2004,folk-rock,5
2004,folk/acoustic/easy listening,1
2004,folklore,1
2004,format-dvd-video,1
2004,frat rock,1
2004,freak folk,3
2004,free improvisation,62
2004,free jazz,84
2004,free tekno,1
2004,french composer,3
2004,fucking awesome,1
2004,full credits,1
2004,funeral doom metal,2
2004,funk,80
2004,funk / soul,5
2004,funk metal,9
2004,funk rock,2
2004,funk soul,18
2004,fusion,30
2004,future jazz,11
2004,fyrce muons,1
2004,g-funk,14
2004,gabber,6
2004,game,1
2004,gangsta,12
2004,gangsta rap,29
2004,garage house,24
2004,garage punk,4
2004,garage rock,102
2004,garage rock revival,8
2004,geek,1
2004,general alternative,1
2004,general alternative rock,1
2004,general blues,1
2004,general contemporary country,1
2004,general film music,1
2004,general hip hop,1
2004,general pop,4
2004,general pop vocal,4
2004,general r&b,1
2004,general rock,1
2004,general teen pop,3
2004,genre,2
2004,ghetto,1
2004,ghetto house,1
2004,ghettotech,5
2004,girl group,1
2004,glam,23
2004,glam metal,7
2004,glam rock,1
2004,glitch,26
2004,glitch hop,4
2004,go-go,1
2004,goa,2
2004,goa trance,1
2004,goat,1
2004,golden age,1
2004,good,2
2004,goregrind,2
2004,gospel,62
2004,gospel & religious,1
2004,gospel and religious,2
2004,gospel religious,2
2004,goth metal,2
2004,goth rock,12
2004,gothic,1
2004,gothic rock,3
2004,grammy winner,1
2004,grime,1
2004,grindcore,41
2004,groove metal,10
2004,grunge,18
2004,guaguancó,1
2004,guitar,1
2004,guitar virtuoso,2
2004,gypsy jazz,1
2004,h.u.e,1
2004,hair metal,1
2004,hair rock,1
2004,halloween,1
2004,happy hardcore,1
2004,hard bop,31
2004,hard house,1
2004,hard rock,186
2004,hard rock/ alternative metal,1
2004,hard trance,2
2004,hard'n'heavy,1
2004,hardcore,33
2004,hardcore hip hop,42
2004,hardcore hip-hop,1
2004,hardcore punk,30
2004,hardcore rap,18
2004,hardcore rap midwest rap,1
2004,hardnheavy,5
2004,hardstyle,1
2004,harmonies,1
2004,harsh noise,1
2004,heartland rock,3
2004,heavy alternative,1
2004,heavy metal,198
2004,heavy metalhardcore punk,1
2004,heavy rock,1
2004,hi nrg,1
2004,hindustani classical music,1
2004,hip hop,985
2004,hip hop rap,35
2004,hip hop rnb and dance hall,11
2004,hip hop rnb and dance hall_rap,1
2004,hip hop/rap,3
2004,hip house,1
2004,hip-hop,208
2004,hip-hop rap,1
2004,hip-hop/rap,11
2004,hiphop,2
2004,holiday,6
2004,holidays,3
2004,honky tonk,22
2004,honky tonk & outlaw,2
2004,hopeupliftseverything,1
2004,horror punk,8
2004,horrorcore,13
2004,house,184
2004,hue art,1
2004,hueart,1
2004,humour,3
2004,hyphy,6
2004,hörbuch,2
2004,idm,87
2004,ike beat tina,1
2004,illbient,9
2004,indian classical,1
2004,indie,32
2004,indie folk,33
2004,indie pop,47
2004,indie punk,3
2004,indie rock,568
2004,indietronica,1
2004,industrial,101
2004,industrial hip hop,1
2004,industrial metal,11
2004,industrial rock,3
2004,industrial/electro,1
2004,industrial/electro / darkwave,1
2004,instrumental,54
2004,instrumental blues,1
2004,instrumental funk,1
2004,instrumental hip hop,1
2004,instrumental metal,1
2004,instrumental pop,2
2004,instrumental r&b,1
2004,instrumental rock,16
2004,instrumental rock & roll,1
2004,instrumental surf,4
2004,instrumental version,1
2004,instrumentals,1
2004,intelligent dance music,1
2004,international,1
2004,interview,5
2004,irish,1
2004,irish folk,1
2004,island,1
2004,italo-disco,2
2004,itunes,1
2004,itunes exclusive,1
2004,i’m so excited,1
2004,jam,4
2004,jam bands,6
2004,jangle pop,3
2004,jazz,922
2004,jazz and blues,13
2004,jazz blues,4
2004,jazz fusion,5
2004,jazz pop,6
2004,jazz rap,2
2004,jazz rock,24
2004,jazz-funk,21
2004,jazz-pop,1
2004,jazz-rock,2
2004,jazz/pop,1
2004,jazz/swing,1
2004,jazzy hip-hop,1
2004,jdub,1
2004,jewish music,1
2004,judaica,1
2004,juke joint blues,1
2004,jump blues,8
2004,jungle,11
2004,keyboard,1
2004,krautrock,1
2004,l.a. punk,2
2004,lamb,1
2004,latin,75
2004,latin jazz,8
2004,latin pop,5
2004,latin rock,1
2004,leftfield,57
2004,life version,1
2004,live,6
2004,lo-fi,53
2004,lo-fi indie,1
2004,louisiana blues,3
2004,lounge,11
2004,lute,2
2004,lyrics,1
2004,magnatune,10
2004,mainstream rock,1
2004,male vocal,1
2004,male vocalists,1
2004,mambo,3
2004,mash up,4
2004,mashup,3
2004,math rock,35
2004,mathcore,4
2004,melodic death metal,1
2004,melodic hardcore,8
2004,melodic metalcore,2
2004,merge me,1
2004,metal,81
2004,metalcore,46
2004,mexican rap,1
2004,mexican spagetti western,1
2004,mezzo-soprano,1
2004,mezzosoprano,1
2004,miami bass,1
2004,michigan,1
2004,microhouse,1
2004,midwestern rap,6
2004,minimal,48
2004,minimal techno,4
2004,minimalism,4
2004,missing credits,1
2004,mixtape,2
2004,mod,1
2004,modal,1
2004,modern,3
2004,modern classical,44
2004,modern country,3
2004,modern creative,7
2004,modern delta blues,1
2004,modern electric blues,1
2004,motherfuckin rabbits ejaculating sunshine,1
2004,motown,5
2004,motown soul,1
2004,mr. big,1
2004,music,1
2004,music comedy,1
2004,musical,7
2004,musical theater,1
2004,musique concrète,12
2004,neo soul,21
2004,neo-classical,1
2004,neo-lounge,1
2004,neo-progressive rock,1
2004,neo-psychedelia,12
2004,neo-soul,6
2004,neo-traditionalist country,6
2004,neofolk,15
2004,nerdcore,2
2004,new age,58
2004,new jack swing,2
2004,new orleans brass bands,2
2004,new orleans jazz,2
2004,new traditionalist,5
